Fiyat,Ilce,Oda,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat_numeric
40.000.000 TL,Yunusemre,3 + 1,1,2,-,5 Yaşında,Yerden Isıtma,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,40000000.0
3.750.000 TL,Soma,4 + 1,180,2,3. Kat,11 Yaşında,Jeotermal Isıtma,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0
3.075.000 TL,Akhisar,2 + 1,105,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3075000.0
4.000.000 TL,Salihli,2 + 1,92,1,5. Kat,1 Yaşında,Doğalgaz Sobası,Var,Yok,Var,-,-,Kat Mülkiyeti,-,Eşyalı Değil,4000000.0
3.500.000 TL,Turgutlu,2 + 1,110,1,3. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0
2.675.000 TL,Salihli,3 + 1,155,1,4. Kat,26 Yaşında,Klima,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2675000.0
15.000.000 TL,Akhisar,5 + 1,225,3,Bahçe Katı,1 Yaşında,Yerden Isıtma,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,15000000.0
3.350.000 TL,Turgutlu,3 + 1,125,1,4. Kat,31 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0
3.400.000 TL,Yunusemre,2 + 1,85,1,2. Kat,Sıfır Bina,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0
6.500.000 TL,Turgutlu,3 + 1,170,2,3. Kat,5 Yaşında,Merkezi (Pay Ölçer),Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6500000.0
3.750.000 TL,Akhisar,4 + 1,180,1,3. Kat,21 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0
5.195.000 TL,Yunusemre,3 + 1,165,1,Ara Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5195000.0
3.975.000 TL,Sehzadeler,3 + 1,110,1,Ara Kat,30 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3975000.0
2.950.000 TL,Akhisar,2 + 1,90,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2950000.0
4.100.000 TL,Yunusemre,3 + 1,125,1,5. Kat,21 Yaşında,Kombi,Var,Yok,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,4100000.0
4.900.000 TL,Yunusemre,2 + 1,90,1,3. Kat,3 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,4900000.0
6.250.000 TL,Turgutlu,3 + 1,140,2,3. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,-,6250000.0
4.150.000 TL,Yunusemre,3 + 1,115,-,Ara Kat,23 Yaşında,Kombi,Yok,Var,Var,İkinci El,-,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0
7.000.000 TL,Turgutlu,3 + 1,165,2,4. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,7000000.0
4.600.000 TL,Yunusemre,3 + 1,115,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4600000.0
2.499.999 TL,Yunusemre,1 + 1,60,1,5. Kat,1 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,2499999.0
5.650.000 TL,Salihli,3 + 1,140,1,2. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5650000.0
4.750.000 TL,Saruhanli,3 + 1,135,1,Ara Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4750000.0
3.750.000 TL,Turgutlu,2 + 1,120,1,5. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0
4.200.000 TL,Akhisar,3 + 1,140,2,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4200000.0
3.375.000 TL,Sehzadeler,3 + 1,135,1,Zemin,20 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3375000.0
6.625.000 TL,Salihli,3 + 1,178,2,1. Kat,1 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,6625000.0
4.450.000 TL,Turgutlu,3 + 1,160,2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4450000.0
3.150.000 TL,Sehzadeler,3 + 1,100,1,Yarı Bodrum,13 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3150000.0
3.650.000 TL,Saruhanli,2 + 1,105,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0
3.250.000 TL,Sehzadeler,2 + 1,180,1,-,18 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,3250000.0
16.000.000 TL,Yunusemre,4 + 1,210,3,-,Sıfır Bina,Isı Pompası,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,16000000.0
3.450.000 TL,Akhisar,2 + 1,100,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3450000.0
3.000.000 TL,Selendi,3 + 1,130,1,-,5 Yaşında,Soba,Yok,Yok,Yok,Sıfır,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,3000000.0
4.200.000 TL,Yunusemre,2 + 1,110,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4200000.0
5.500.000 TL,Turgutlu,3 + 1,145,1,4. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0
4.000.000 TL,Turgutlu,3 + 1,135,1,3. Kat,26 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,-,4000000.0
4.500.000 TL,Yunusemre,2 + 1,115,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0
4.900.000 TL,Yunusemre,5 + 1,220,2,En Üst Kat,8 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4900000.0
3.750.000 TL,Sehzadeler,2 + 1,90,1,4. Kat,31 Yaşında,Klima,Var,Var,Var,-,Kiracılı,Müstakil Tapulu,Evet,Eşyalı Değil,3750000.0
3.300.000 TL,Turgutlu,2 + 1,110,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0
4.980.000 TL,Turgutlu,2 + 1,120,1,4. Kat,6 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4980000.0
3.250.000 TL,Akhisar,2 + 1,110,-,1. Kat,4 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0
3.050.000 TL,Sehzadeler,2 + 1,95,1,3. Kat,30 Yaşında,Kombi,Var,Var,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3050000.0
4.800.000 TL,Yunusemre,2 + 1,100,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4800000.0
3.850.000 TL,Salihli,2 + 1,108,1,4. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,3850000.0
4.800.000 TL,Akhisar,3 + 1,152,2,1. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4800000.0
4.000.000 TL,Turgutlu,2 + 1,140,2,12. Kat,Sıfır Bina,Merkezi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0
3.950.000 TL,Akhisar,3 + 1,175,2,En Üst Kat,3 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3950000.0
3.950.000 TL,Yunusemre,4 + 1,300,2,En Üst Kat,10 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0
6.000.000 TL,Akhisar,2 + 1,321,1,Bahçe Katı,31 Yaşında,Soba,Yok,Var,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,6000000.0
4.950.000 TL,Turgutlu,4 + 1,198,2,4. Kat,15 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,-,4950000.0
2.600.000 TL,Soma,2 + 1,250,1,-,30 Yaşında,Soba,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,Eşyalı Değil,2600000.0
3.000.000 TL,Salihli,3 + 1,150,1,5. Kat,21 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3000000.0
6.950.000 TL,Sehzadeler,3 + 1,200,2,5. Kat,16 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6950000.0
3.375.000 TL,Saruhanli,3 + 1,130,1,En Üst Kat,1 Yaşında,Kombi,Var,Var,Yok,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3375000.0
22.500.000 TL,Yunusemre,3 + 1,180,1,Bahçe Katı,21 Yaşında,Soba,Yok,Yok,Yok,-,Mülk Sahibi,Tapu Yok,Hayır,Eşyalı,22500000.0
3.850.000 TL,Sehzadeler,3 + 1,140,1,4. Kat,27 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0
2.100.000 TL,Alasehir,1 + 1,58,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2100000.0
1.850.000 TL,Kula,3 + 1,625,1,-,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,-,Eşyalı,1850000.0
5.750.000 TL,Salihli,3 + 1,145,1,-,25 Yaşında,Soba,Var,Yok,Yok,Sıfır,Belirtilmemiş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5750000.0
3.350.000 TL,Akhisar,3 + 1,140,1,2. Kat,4 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0
6.500.000 TL,Yunusemre,4 + 1,250,2,5. Kat,11 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0
3.750.000 TL,Turgutlu,2 + 1,104,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0
7.700.000 TL,Yunusemre,6 + 1,250,2,-,10 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,-,Eşyalı Değil,7700000.0
1.775.000 TL,Soma,2 + 1,90,1,5. Kat,9 Yaşında,Merkezi,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,-,Eşyalı Değil,1775000.0
4.200.000 TL,Yunusemre,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4200000.0
5.800.000 TL,Yunusemre,3 + 2,170,1,1. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,5800000.0
11.450.000 TL,Yunusemre,3 + 1,135,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,11450000.0
4.200.000 TL,Yunusemre,2 + 1,95,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Yapım Aşamasınd...,Boş,Kat İrtifakı,-,Eşyalı Değil,4200000.0
6.300.000 TL,Turgutlu,3 + 1,142,1,4. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,-,6300000.0
9.500.000 TL,Sehzadeler,6 + 1,300,2,6. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,9500000.0
10.700.000 TL,Yunusemre,2 + 1,585,1,Zemin,6 Yaşında,Klima,Yok,Var,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,-,Eşyalı,10700000.0
2.600.000 TL,Yunusemre,1 + 1,55,1,Zemin,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2600000.0
4.500.000 TL,Turgutlu,3 + 1,120,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0
3.180.000 TL,Yunusemre,2 + 1,95,1,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,-,3180000.0
11.850.000 TL,Yunusemre,4 + 1,250,2,5. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,11850000.0
4.500.000 TL,Salihli,3 + 1,185,2,-,14 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0
2.750.000 TL,Sehzadeler,3 + 1,220,1,-,35 Yaşında,Soba,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-,2750000.0
3.150.000 TL,Yunusemre,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,3150000.0
4.200.000 TL,Akhisar,3 + 1,140,2,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0
2.700.000 TL,Koprubasi,4 + 2,150,-,-,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı,2700000.0
2.100.000 TL,Kirkagac,4 + 1,810,1,-,50 Yaşında,Soba,Yok,Yok,Yok,İkinci El,-,Müstakil Tapulu,-,Eşyalı Değil,2100000.0
2.500.000 TL,Akhisar,3 + 1,362,1,1. Kat,12 Yaşında,Klima,Yok,Var,Var,Sıfır,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,2500000.0
3.800.000 TL,Turgutlu,3 + 1,120,1,Ara Kat,Sıfır Bina,Isıtma Yok,Yok,Var,Yok,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3800000.0
3.100.000 TL,Yunusemre,3 + 1,120,1,5. Kat,30 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0
4.000.000 TL,Akhisar,5 + 1,230,1,4. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0
6.250.000 TL,Turgutlu,3 + 1,160,2,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0
2.950.000 TL,Akhisar,3 + 1,130,1,En Üst Kat,10 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0
3.100.000 TL,Turgutlu,3 + 1,150,1,4. Kat,26 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0
4.950.000 TL,Sehzadeler,3 + 1,130,1,2. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0
5.250.000 TL,Ahmetli,5 + 1,240,2,3. Kat,3 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0
4.400.000 TL,Alasehir,2 + 1,110,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4400000.0
2.980.000 TL,Sehzadeler,2 + 1,90,1,-,5 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2980000.0
4.000.000 TL,Turgutlu,2 + 1,120,2,5. Kat,2 Yaşında,Merkezi (Pay Öl...,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0
6.200.000 TL,Akhisar,5 + 1,380,2,4. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6200000.0
4.750.000 TL,Yunusemre,2 + 1,114,2,2. Kat,Sıfır Bina,Kombi,Var,Var,Yok,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4750000.0
3.150.000 TL,Yunusemre,2 + 1,75,1,Kot 2,5 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0
2.870.000 TL,Saruhanli,2 + 1,90,1,Kot 2,9 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,2870000.0
4.650.000 TL,Salihli,3 + 1,185,1,3. Kat,20 Yaşında,Kombi,Yok,Var,Var,-,-,Kat Mülkiyeti,Hayır,Eşyalı Değil,4650000.0
3.350.000 TL,Turgutlu,2 + 1,110,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0
6.390.000 TL,Yunusemre,3 + 1,145,2,11. Kat,11 Yaşında,Merkezi (Pay Öl...,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,6390000.0
6.750.000 TL,Yunusemre,3 + 1,160,1,Yüksek Giriş,11 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6750000.0
5.350.000 TL,Turgutlu,3 + 1,130,2,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5350000.0
4.400.000 TL,Yunusemre,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4400000.0
3.200.000 TL,Turgutlu,3 + 1,140,1,4. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0
3.190.000 TL,Yunusemre,3 + 1,115,1,Zemin,21 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3190000.0
2.550.000 TL,Akhisar,2 + 0,92,1,4. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2550000.0
2.750.000 TL,Sehzadeler,2 + 1,90,1,3. Kat,20 Yaşında,Klima,Var,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0
3.080.000 TL,Yunusemre,2 + 1,90,1,3. Kat,11 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3080000.0
3.000.000 TL,Yunusemre,1 + 1,80,1,-,25 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,-,3000000.0
3.285.000 TL,Sehzadeler,3 + 1,130,1,4. Kat,15 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3285000.0
350.000 TL,Turgutlu,3 + 1,152,-,Bahçe Katı,31 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,350000.0
3.300.000 TL,Turgutlu,3 + 1,145,1,1. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0
3.000.000 TL,Turgutlu,3 + 1,130,1,Zemin,11 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0
4.200.000 TL,Saruhanli,2 + 1,105,2,Villa Katı,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Hisseli Tapu,Hayır,Eşyalı Değil,4200000.0
2.500.000 TL,Turgutlu,2 + 1,429,1,Bahçe Katı,16 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2500000.0
3.150.000 TL,Soma,3 + 1,130,1,Ara Kat,11 Yaşında,Jeotermal Isıtm...,Var,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3150000.0
14.500.000 TL,Yunusemre,3 + 1,150,1,-,31 Yaşında,Isıtma Yok,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,14500000.0
1.275.000 TL,Akhisar,1 + 1,103,1,-,33 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1275000.0
3.000.000 TL,Salihli,3 + 1,110,1,Zemin,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0
4.200.000 TL,Sehzadeler,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4200000.0
985.000 TL,Sehzadeler,1 + 1,120,1,Bahçe Katı,11 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,985000.0
4.600.000 TL,Turgutlu,3 + 1,155,1,Zemin,25 Yaşında,Kombi,Yok,Var,Var,-,-,Kat Mülkiyeti,Hayır,-,4600000.0
1.350.000 TL,Akhisar,2 + 1,90,1,4. Kat,31 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1350000.0
3.650.000 TL,Yunusemre,3 + 1,140,1,2. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0
4.200.000 TL,Saruhanli,6 + 2,260,2,5. Kat,5 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Evet,Eşyalı Değil,4200000.0
2.900.000 TL,Turgutlu,2 + 1,130,1,Bahçe Katı,16 Yaşında,Soba,Yok,Var,Var,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,2900000.0
3.250.000 TL,Yunusemre,2 + 1,96,1,2. Kat,26 Yaşında,Soba,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0
4.650.000 TL,Sehzadeler,3 + 1,140,1,3. Kat,11 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4650000.0
3.600.000 TL,Yunusemre,2 + 1,90,1,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3600000.0
3.250.000 TL,Yunusemre,2 + 1,85,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0
11.500.000 TL,Turgutlu,6 + 1,300,2,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,11500000.0
3.450.000 TL,Salihli,7 + 2,150,3,Bahçe Katı,31 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Tapu Yok,Hayır,Eşyalı Değil,3450000.0
13.400.000 TL,Yunusemre,3 + 1,128,2,2. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,13400000.0
3.420.000 TL,Yunusemre,2 + 1,105,1,2. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı,3420000.0
1.600.000 TL,Akhisar,1 + 1,95,1,1. Kat,35 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1600000.0
2.650.000 TL,Saruhanli,1 + 1,55,1,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı,2650000.0
29.980.000 TL,Sehzadeler,5 + 1,250,3,-,Sıfır Bina,Belirtilmemiş,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,29980000.0
5.500.000 TL,Yunusemre,2 + 1,100,1,2. Kat,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0
1.650.000 TL,Turgutlu,2 + 1,85,1,Giriş Katı,6 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,1650000.0
2.050.000 TL,Turgutlu,2 + 1,95,1,1. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2050000.0
12.495.000 TL,Yunusemre,3 + 1,200,2,5. Kat,3 Yaşında,Yerden Isıtma,Yok,Yok,Var,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,12495000.0
2.650.000 TL,Yunusemre,1 + 1,60,1,1. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2650000.0
2.900.000 TL,Akhisar,2 + 1,85,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,2900000.0
12.000.000 TL,Yunusemre,5 + 1,350,2,Bahçe Katı,21 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,12000000.0
